1.2275 10.488 3.0252 2.3247
1.2239 10.466 3.02 2.3283
1.2087 10.359 3.001 2.3415
1.2028 10.319 2.9933 2.3452
1.1891 10.199 2.9742 2.3599
1.1862 10.172 2.9697 2.3616
1.1787 10.091 2.9563 2.3712
1.1746 10.039 2.9474 2.3748
1.1694 9.9374 2.9334 2.3854
1.1671 9.8968 2.9272 2.3875
1.1637 9.7917 2.9136 2.3982
1.1632 9.685 2.898 2.4054
1.1635 9.639 2.8933 2.4076
1.1635 9.637 2.8931 2.4078
1.1635 9.623 2.8913 2.4087
1.1635 9.5899 2.8867 2.4121
1.1641 9.4743 2.8714 2.4205
1.1641 9.4743 2.8714 2.4205
1.1642 9.4729 2.8713 2.4207
1.1644 9.4389 2.8665 2.423
1.1659 9.3499 2.8552 2.4294
1.1663 9.316 2.85 2.4315
1.167 9.2566 2.8431 2.4353
1.168 9.1973 2.8358 2.4384
1.1685 9.1718 2.8326 2.4387
1.1686 9.1639 2.8314 2.4389
1.1694 9.0876 2.8219 2.4425
1.1713 9.0043 2.8104 2.4417
1.1713 9.0037 2.8104 2.4417
1.1723 8.9647 2.8068 2.4422
1.1754 8.8941 2.7988 2.4417
1.1754 8.8937 2.7987 2.4416
1.1776 8.8323 2.7914 2.4374
1.1778 8.8274 2.7909 2.4373
1.1778 8.8272 2.7909 2.4373
1.1802 8.7839 2.7859 2.4373
1.1812 8.7668 2.7843 2.4366
1.1818 8.7538 2.7826 2.436
1.1834 8.7208 2.7789 2.4336
1.1872 8.6507 2.7735 2.4303
1.1891 8.6212 2.7698 2.4285
1.1899 8.6079 2.7686 2.4281
1.196 8.5196 2.7622 2.4231
1.198 8.4953 2.7594 2.4209
1.207 8.4028 2.7516 2.4091
1.2083 8.3904 2.7505 2.4082
1.209 8.3821 2.7495 2.4074
1.2205 8.2709 2.7399 2.3929
1.222 8.2591 2.7386 2.3915
1.2222 8.257 2.7383 2.3914
1.2222 8.2569 2.7383 2.3914
1.2251 8.2313 2.7362 2.3887
1.2251 8.231 2.7362 2.3886
1.2274 8.2111 2.7348 2.3862
1.2274 8.2109 2.7348 2.3861
1.2321 8.1725 2.7332 2.3801
1.2402 8.1084 2.7269 2.3689
1.242 8.0948 2.7258 2.367
1.2421 8.0938 2.7257 2.3668
1.2559 7.9843 2.7145 2.3456
1.2605 7.9549 2.712 2.3419
1.2609 7.9524 2.7118 2.3416
1.2673 7.911 2.71 2.3341
1.2807 7.8329 2.7028 2.3189
1.2821 7.8246 2.7024 2.3171
1.2895 7.7814 2.7007 2.3095
1.2913 7.7704 2.7004 2.3069
1.3007 7.7072 2.6961 2.2912
1.3008 7.7069 2.696 2.2912
1.3068 7.6714 2.6941 2.2844
1.3069 7.6709 2.6941 2.2843
1.3111 7.6469 2.6933 2.2788
1.3141 7.6291 2.6931 2.276
1.3149 7.6232 2.6928 2.2748
1.3238 7.5365 2.6928 2.2681
1.3283 7.4981 2.6918 2.2654
1.343 7.3748 2.6961 2.2641
1.3438 7.3692 2.6964 2.2642
1.3492 7.3257 2.7006 2.2678
1.3521 7.2927 2.7021 2.2722
1.3591 7.2235 2.7074 2.2816
1.3637 7.1771 2.7125 2.2937
1.3637 7.1771 2.7125 2.2937
1.3653 7.1619 2.7146 2.2969
1.3654 7.1608 2.7147 2.2971
1.3688 7.1168 2.7193 2.3092
1.3608 6.9895 2.7046 2.3296
1.3601 6.9667 2.702 2.3346
1.3618 6.8313 2.6942 2.3574
1.362 6.7807 2.6913 2.3655
1.3667 6.6547 2.684 2.3819
1.3655 6.6448 2.6814 2.3824
1.3633 6.5622 2.6682 2.391
1.3602 6.5118 2.6574 2.3921
1.3507 6.4549 2.6352 2.391
1.3348 6.324 2.5907 2.3876
1.3341 6.317 2.5885 2.3874
1.3314 6.2882 2.5796 2.3857
1.3204 6.1708 2.5424 2.3773
1.3171 6.1206 2.5276 2.3729
1.3157 6.102 2.5216 2.3716
1.307 5.9281 2.4764 2.3574
1.3065 5.8425 2.4593 2.3536
1.305 5.7207 2.4352 2.3417
1.3049 5.6414 2.4236 2.3369
1.3012 5.5359 2.4088 2.3352
1.3011 5.5259 2.4076 2.335
1.3013 5.4838 2.4038 2.3337
1.3009 5.4043 2.398 2.3342
1.3006 5.3079 2.3905 2.3344
1.3004 5.2895 2.39 2.3344
1.3004 5.2249 2.3874 2.3355
1.3011 5.1001 2.3819 2.3412
1.3014 5.0482 2.3776 2.3429
1.3021 4.9431 2.3711 2.3438
1.3018 4.9358 2.3699 2.3439
1.2979 4.8731 2.3576 2.3424
1.2863 4.7215 2.3238 2.3441
1.2862 4.721 2.3237 2.344
1.2856 4.706 2.3207 2.3435
1.2801 4.6327 2.3026 2.3449
1.2727 4.4784 2.2726 2.352
1.2727 4.4784 2.2726 2.352
1.2723 4.4708 2.2715 2.3526
1.2692 4.3951 2.2588 2.3594
1.267 4.3537 2.2526 2.3617
1.261 4.2564 2.236 2.3678
1.2567 4.1455 2.2235 2.3774
1.2562 4.098 2.2196 2.3829
1.2564 4.0268 2.2166 2.3903
1.2579 3.9692 2.2165 2.397
1.2596 3.9113 2.2175 2.4025
1.2596 3.9112 2.2175 2.4025
1.2601 3.9018 2.2179 2.403
1.2618 3.8321 2.2182 2.4097
1.2624 3.8143 2.2186 2.4117
1.2677 3.7205 2.2237 2.4184
1.2677 3.7204 2.2237 2.4184
1.268 3.7164 2.2239 2.4189
1.27 3.6901 2.2254 2.4221
1.2732 3.6492 2.2291 2.4256
1.2761 3.6086 2.2309 2.428
1.2775 3.5872 2.2328 2.4283
1.2795 3.5594 2.2354 2.4296
1.2859 3.4896 2.2423 2.4366
1.2889 3.4597 2.2445 2.4388
1.2912 3.4339 2.2475 2.4395
1.3021 3.3387 2.2594 2.4479
1.3059 3.3098 2.2646 2.4488
1.3146 3.248 2.2762 2.4545
1.316 3.2379 2.2779 2.4556
1.3195 3.2094 2.2814 2.4585
1.3205 3.201 2.2824 2.4591
1.322 3.187 2.2844 2.4598
1.322 3.1869 2.2844 2.4598
1.3262 3.1472 2.2901 2.4639
1.3347 3.0827 2.3013 2.4688
1.338 3.0602 2.3053 2.4716
1.3407 3.0406 2.3091 2.4743
1.3445 3.0123 2.3158 2.4771
1.3502 2.9689 2.3243 2.4808
1.3542 2.9368 2.3307 2.4858
1.3578 2.9061 2.3387 2.4891
1.3627 2.8661 2.3476 2.4928
1.3663 2.8345 2.3528 2.4951
1.3673 2.8247 2.355 2.4957
1.3732 2.7665 2.368 2.5011
1.3758 2.7409 2.3743 2.5024
1.3759 2.7398 2.3745 2.5025
