0 4.8358 2.7919 0.82311
1 4.8599 2.9665 0.81833
2 4.9493 2.8696 0.82204
3 6.2959 3.2451 4.0804
4 6.4058 3.1874 4.1436
5 6.4196 3.2973 4.0649
6 4.9628 1.293 1.4906
7 5.1059 1.3317 1.4622
8 5.0551 1.2262 1.5676
9 5.8335 2.3962 4.2324
10 5.9917 2.3655 4.2309
11 5.9549 2.5117 4.2597
12 5.4029 2.2435 1.012
13 5.3794 2.3957 0.96526
14 5.5291 2.384 0.96717
15 11.466 1.9781 1.3944
16 11.351 1.9696 1.4279
17 11.354 2.0557 1.2983
18 10.891 4.1138 0.9924
19 10.838 4.0086 0.92269
20 10.772 4.1383 1.018
21 4.9026 1.4685 3.4206
22 4.9875 1.5282 3.5125
23 4.8468 1.5313 3.5471
24 1.7905 4.0162 1.5369
25 1.9031 4.0384 1.6691
26 1.9148 3.9952 1.5099
27 5.3069 1.4781 1.3428
28 5.4316 1.5398 1.3103
29 5.4008 1.4047 1.4074
30 5.5668 1.1448 1.8164
31 5.52 1.2049 1.6783
32 5.6593 1.1881 1.7302
33 1.6738 1.2306 3.1833
34 1.8066 1.2865 3.2577
35 1.6694 1.3383 3.2906
36 10.274 4.3198 2.3584
37 10.214 4.3213 2.2655
38 10.199 4.2834 2.3937
39 4.1754 1.8907 1.1444
40 4.3133 1.9547 1.1068
41 4.2876 1.8293 1.165
42 3.0433 3.8936 2.5163
43 3.1716 3.8729 2.49
44 3.0878 3.9178 2.3909
45 6.1362 3.8226 3.2749
46 6.2227 3.9032 3.2333
47 6.1598 3.8936 3.1473
48 2.957 3.3315 0.87673
49 3.0008 3.2038 0.85862
50 2.8487 3.2321 0.84525
51 5.4642 2.7454 4.2483
52 5.4452 2.5837 4.2621
53 5.5772 2.6154 4.2612
54 10.479 1.7432 2.3102
55 10.39 1.7465 2.3892
56 10.383 1.724 2.2397
57 4.8617 3.1656 3.9694
58 4.9723 3.2432 3.934
59 4.8579 3.284 3.8551
60 3.0907 3.7209 2.8585
61 3.1493 3.6322 2.9613
62 3.2029 3.6684 2.8604
63 3.9915 3.6986 1.3382
64 4.0607 3.7286 1.4152
65 4.08 3.6643 1.2819
66 4.756 3.5532 3.1444
67 4.823 3.5551 3.2565
68 4.8934 3.6036 3.1289
69 7.9429 1.3899 1.941
70 7.9636 1.3784 2.0474
71 7.85 1.3631 2.0472
72 6.9184 1.3423 1.7868
73 6.8707 1.3043 1.8752
74 6.8148 1.3533 1.7627
75 0.85363 4.0187 1.3628
76 0.74478 4.0418 1.4245
77 0.85102 4.0623 1.532
78 8.124 3.032 0.85251
79 8.0627 2.9556 0.85214
80 8.0321 3.0923 0.84582
81 5.7555 1.2698 1.6225
82 5.8167 1.2059 1.7408
83 9.0942 3.6807 3.6097
84 8.9741 3.6302 3.6934
85 9.0843 3.6274 3.7041
86 2.8448 3.8833 1.4178
87 2.9628 3.9099 1.5001
88 2.9534 3.8519 1.3597
89 6.8593 1.7056 3.4158
90 6.756 1.7205 3.473
91 6.7746 1.6434 3.325
92 4.1909 3.6967 1.3651
93 4.1695 3.6281 1.2202
94 6.033 3.957 2.4851
95 6.0057 3.9269 2.6239
96 6.1128 4.0041 2.5829
97 5.332 1.6147 1.2572
98 6.1849 2.7849 0.88381
99 6.1644 2.9226 0.87666
100 6.2869 2.8599 0.87731
101 8.3196 3.6972 3.5698
102 8.2098 3.7328 3.5416
103 8.2705 3.6556 3.6589
104 4.787 1.8844 1.1369
105 4.9305 1.9743 1.1037
106 4.9186 1.8255 1.1592
107 3.3095 0.88638 2.6162
108 3.4442 0.92096 2.6672
109 3.329 0.95214 2.7625
110 2.8573 2.8972 3.8372
111 2.8599 2.7697 3.9077
112 3.0037 2.7959 3.899
113 3.0405 1.0913 1.5592
114 3.1021 1.2364 1.469
115 3.1692 1.1413 1.5378
116 2.4644 0.88455 2.7596
117 2.4961 0.8262 2.61
118 2.6012 0.86314 2.6967
119 6.9228 1.5154 3.0379
120 6.8229 1.5213 3.0804
121 6.8641 1.4566 2.9534
122 2.7323 1.6664 1.2901
123 2.723 1.8203 1.2394
124 2.8405 1.7471 1.257
125 2.4026 3.7439 1.1166
126 2.545 3.7691 1.177
127 2.4843 3.676 1.047
128 4.5116 3.7264 1.8566
129 4.6468 3.7094 1.9711
130 4.6347 3.7162 1.819
131 5.1416 3.6079 3.4541
132 5.1316 3.6321 3.3183
133 5.0341 3.6 3.3517
134 3.1792 3.0362 0.85281
135 3.2784 3.169 0.86158
136 3.3075 3.0453 0.84408
137 9.9346 3.8937 3.2025
138 9.8668 3.9216 3.1131
139 9.8266 3.8646 3.2499
140 8.3437 3.9465 1.3377
141 8.24 3.9197 1.326
142 8.3135 3.9843 1.4312
143 10.074 2.8677 0.99888
144 9.9393 2.8151 1.0511
145 9.9727 2.9341 0.96685
146 5.7203 3.8268 1.8861
147 5.8066 3.8544 2.022
148 5.8447 3.868 1.8905
149 11.343 2.56 3.6629
150 11.23 2.6517 3.7328
151 11.227 2.5221 3.6339
152 2.4155 3.9788 1.6143
153 2.3987 4.0033 1.7578
154 2.5255 3.9875 1.7169
155 2.6742 3.8027 1.2409
156 2.6616 3.7071 1.1002
157 4.7199 3.6971 2.0985
158 4.6497 3.6784 2.2436
159 4.7739 3.6893 2.1928
160 1.4595 3.0618 0.68718
161 1.576 3.153 0.70082
162 1.5787 2.9902 0.69931
163 3.7106 3.5919 2.5225
164 3.8472 3.5533 2.4832
165 3.7333 3.6649 2.4017
166 5.8831 1.1379 1.9348
167 6.0233 1.1413 2.0033
168 5.9009 1.1119 2.0608
169 6.4067 3.036 0.87534
170 6.3013 2.9771 0.87317
171 6.3039 3.0848 0.88744
172 1.0181 2.5581 3.7956
173 1.1634 2.6079 3.8146
174 1.0294 2.7262 3.8002
175 3.7902 1.337 3.4099
176 3.9199 1.3497 3.4209
177 3.8741 1.4114 3.5182
178 2.8581 0.77874 2.443
179 2.9631 0.81693 2.5502
180 2.8277 0.82704 2.5953
181 4.7841 3.4857 3.4569
182 4.8411 3.4621 3.5662
183 4.9162 3.518 3.4871
184 2.1715 1.3099 1.5054
185 2.2663 1.4163 1.432
186 2.3054 1.3047 1.4807
187 5.5117 3.6422 1.2747
188 5.5472 3.7068 1.4151
189 5.648 3.6908 1.3302
190 5.1979 2.8475 0.85287
191 5.167 2.994 0.84628
192 5.2845 2.99 0.85764
193 6.4596 1.3522 2.9008
194 6.3612 1.3847 2.9841
195 6.367 1.3126 2.861
196 5.7224 3.1078 4.1064
197 5.7986 2.9958 4.1741
198 5.8645 3.0917 4.1244
199 9.267 4.1665 1.461
200 9.1818 4.1536 1.4214
201 9.2298 4.1836 1.5457
202 2.9611 2.3927 4.0325
203 2.8535 2.2985 4.0229
204 2.9789 2.2695 4.0469
205 5.8252 2.5524 4.2579
206 2.9863 3.5926 3.1374
207 3.0416 3.4961 3.2472
208 3.1158 3.5368 3.1409
209 11.469 3.7314 3.6902
210 11.344 3.8335 3.6245
211 11.353 3.7008 3.7126
212 2.5739 3.6035 0.98961
213 2.7341 3.6145 1.0191
214 3.8972 3.6993 2.2413
215 4.007 3.6284 2.3193
216 4.0267 3.6783 2.218
217 4.7877 1.4364 1.3556
218 4.8305 1.5723 1.2736
219 4.9266 1.4943 1.3248
220 4.6801 1.0517 2.7186
221 4.803 1.0832 2.7541
222 4.7388 1.1245 2.863
223 5.8432 3.6369 1.1999
224 5.8677 3.7196 1.3289
225 5.9531 3.6886 1.2497
226 3.1891 0.88309 1.7939
227 3.3143 0.93727 1.767
228 3.3371 0.85987 1.8974
229 3.1839 0.92669 2.729
230 3.2396 1.0021 2.8698
231 6.4637 3.5965 3.8156
232 6.5147 3.6846 3.758
233 6.4126 3.6878 3.6947
234 10.195 1.7288 2.022
235 10.208 1.7082 2.1285
236 10.095 1.7029 2.1331
237 6.3414 3.569 3.7788
238 6.2407 3.5148 1.066
239 6.3672 3.5692 1.0976
240 6.3608 3.4713 1.028
241 3.9314 3.5771 1.13
242 3.9665 3.6484 1.2321
243 4.0545 3.5927 1.1577
244 10.195 2.8097 1.0201
245 10.159 2.7259 1.086
246 10.059 2.7688 1.0673
247 2.8365 2.1981 1.0893
248 2.9331 2.3382 1.0278
249 2.9731 2.2227 1.0778
250 7.2866 3.0327 4.2071
251 7.1977 3.125 4.1957
252 7.1894 2.9684 4.2313
253 10.1 3.2935 3.8257
254 9.9992 3.3389 3.8107
255 9.9946 3.2253 3.8555
256 10.066 4.2089 2.4604
257 9.9722 4.2035 2.3891
258 9.9934 4.1661 2.5219
259 2.4577 3.1773 3.7132
260 2.5678 3.083 3.752
261 2.5903 3.2139 3.6615
262 3.087 2.1697 1.0979
263 3.0541 2.3217 1.036
264 3.1875 2.2894 1.0466
265 5.3002 1.6507 3.672
266 5.3648 1.5847 3.5496
267 5.4402 1.644 3.6395
268 4.8311 1.8913 4.0241
269 4.9563 1.8072 3.9332
270 4.9767 1.9051 4.0308
271 3.9242 1.0546 2.8964
272 4.0426 1.0187 2.8029
273 4.0297 1.0865 2.9442
274 5.5038 3.7177 2.4467
275 5.6089 3.7536 2.3299
276 5.4751 3.7201 2.3248
277 4.5033 3.7133 2.0015
278 3.8635 3.6266 2.3617
279 3.7561 3.7246 2.2996
280 7.9344 3.9974 2.1981
281 7.8327 4.0007 2.1397
282 7.8685 3.9897 2.2958
283 7.7563 3.9858 2.6269
284 7.642 4.0113 2.6211
285 7.69 4.0011 2.7579
286 3.6012 3.3896 3.0854
287 3.7391 3.3559 3.0973
288 3.6622 3.4158 2.9703
289 5.653 3.0299 0.88246
290 5.7421 3.1801 0.91681
291 5.8039 3.0532 0.89227
292 4.7669 2.8448 4.1303
293 4.877 2.9029 4.1332
294 4.7743 2.9677 4.0809
295 3.213 0.81275 1.9111
296 2.8207 3.5089 3.3279
297 2.9008 3.5597 3.2382
298 2.788 3.6211 3.2146
299 2.9707 2.9417 3.8052
300 3.1145 2.8515 3.8714
301 5.1418 3.666 3.0469
302 5.1238 3.6521 3.1997
303 5.2206 3.6678 3.1468
304 3.9176 0.98952 2.7617
305 8.0123 1.5573 2.8834
306 7.9097 1.5724 2.9245
307 7.954 1.5133 2.8102
308 6.0369 3.3257 3.9489
309 6.1395 3.3935 3.8986
310 6.0233 3.4277 3.8341
311 4.9574 3.5996 3.247
312 5.0531 3.6256 3.2449
313 5.0296 3.6415 3.1216
314 3.9574 3.3554 3.0391
315 4.099 3.3647 3.0239
316 3.9544 3.3835 2.9296
317 5.8249 1.0802 2.2701
318 5.9355 1.1011 2.3866
319 5.7981 1.0883 2.4119
320 3.0375 3.0526 3.7149
321 3.0823 3.1557 3.6206
322 2.9707 3.1304 3.6593
323 5.9558 3.8124 3.0279
324 5.9947 3.863 2.9056
325 5.876 3.8049 2.9091
326 2.444 3.3158 3.625
327 2.5778 3.3521 3.5656
328 4.786 2.0231 1.0825
329 4.8944 2.1017 1.0576
330 6.0864 2.475 4.2626
331 6.0712 2.6309 4.2759
332 4.7095 3.0305 0.80658
333 4.7333 2.8887 0.80356
334 1.9876 3.5942 0.89368
335 2.0796 3.6528 0.95434
336 2.1396 3.5589 0.89195
337 6.3978 2.4316 0.97892
338 6.3591 2.5585 0.93085
339 6.4908 2.5558 0.93035
340 3.1637 3.0557 3.7044
341 2.2679 2.6928 3.8997
342 2.3925 2.8128 3.8761
343 2.2554 2.8368 3.8693
344 3.3072 1.7447 3.8631
345 3.4483 1.7406 3.862
346 3.3831 1.8346 3.9245
347 4.4426 3.5632 2.5789
348 4.5505 3.5601 2.7114
349 4.5747 3.5987 2.5769
350 4.5207 2.9853 3.992
351 4.6435 2.9174 4.0707
352 4.6702 3.0554 3.9875
353 4.1882 2.0144 1.0857
354 7.241 3.6306 3.9687
355 7.1541 3.6821 3.9346
356 7.1807 3.5612 4.0085
357 5.919 1.1127 2.5153
358 6.0656 1.1273 2.48
359 4.8186 3.5994 3.0164
360 9.3505 3.1621 0.89662
361 9.2697 3.0817 0.91915
362 9.2633 3.2381 0.87634
363 2.1189 2.6772 0.847
364 2.1958 2.5735 0.89911
365 2.0703 2.5234 0.9167
366 6.5023 3.7539 1.2747
367 6.3811 3.7765 1.3183
368 6.4821 3.8222 1.3697
369 4.8262 3.1145 0.83205
370 3.9912 3.5602 2.4458
371 5.3551 1.4857 3.3713
372 5.4052 1.4208 3.2462
373 5.5081 1.4754 3.3281
374 2.8195 0.75102 2.299
375 2.9587 0.7542 2.3183
376 4.3607 3.1847 3.7374
377 4.4728 3.2118 3.7604
378 4.4165 3.2562 3.6482
379 2.2637 3.9894 2.6759
380 2.3533 3.9946 2.5926
381 2.2563 4.0154 2.5263
382 3.0763 3.3846 3.374
383 3.1625 3.4308 3.2805
384 5.334 3.3273 3.9186
385 5.3406 3.2066 4.027
386 5.468 3.2742 3.9725
387 5.8509 1.8306 3.8599
388 5.9224 1.7602 3.7456
389 5.9977 1.8239 3.8199
390 1.4152 3.1708 3.7412
391 1.3631 3.04 3.7822
392 1.5128 3.0427 3.7949
393 5.4658 3.7006 2.8744
394 5.5993 3.7184 2.8848
395 5.492 3.7079 2.737
396 2.8532 3.9378 1.5613
397 4.933 0.99138 2.3161
398 5.0581 0.99786 2.2488
399 5.0567 1.0086 2.4131
400 2.8525 2.1634 4.0164
401 3.0131 2.154 4.0417
402 5.5785 1.7283 1.2147
403 5.5974 1.8652 1.1507
404 5.7155 1.8087 1.1868
405 2.9224 1.993 1.1681
406 3.0395 1.9267 1.1885
407 2.968 1.8339 1.2228
408 5.1711 1.4299 1.3703
409 5.2162 1.5509 1.2944
410 4.3585 1.0373 2.7814
